user_id,created_at,text,is_quote,is_retweet,retweet_text,retweet_created_at,lang
1411817993256976384,2022-07-04T17:42:38Z,the fact that some of the best scenes were improvised &gt;&gt;&gt; #StrangerThings https://t.co/y0pZdDawhB,False,True,the fact that some of the best scenes were improvised &gt;&gt;&gt; #StrangerThings https://t.co/y0pZdDawhB,2022-07-03T23:08:47Z,en
1411817993256976384,2022-07-04T17:33:40Z,This scene broke me...💔😭 #StrangerThings https://t.co/Wyw12A7QeC,False,True,This scene broke me...💔😭 #StrangerThings https://t.co/Wyw12A7QeC,2022-07-03T20:20:50Z,en
1411817993256976384,2022-07-04T17:51:22Z,"season 3 joyce: “i’m not sure about dating you” 

season 4 joyce: “kiss me already you idiot” 

#StrangerThings https://t.co/m5jXB7ZzdT",False,True,"season 3 joyce: “i’m not sure about dating you” 

season 4 joyce: “kiss me already you idiot” 

#StrangerThings https://t.co/m5jXB7ZzdT",2022-07-03T18:16:15Z,en
1455578183345053703,2022-07-04T18:03:29Z,i just noticed eddie head banging in the back seat when they stole the van #StrangerThings https://t.co/J3zHQWYnk8,False,True,i just noticed eddie head banging in the back seat when they stole the van #StrangerThings https://t.co/J3zHQWYnk8,2022-07-02T21:02:39Z,en
1337081281423749127,2022-07-04T18:03:28Z,"#LUMAX: show me what i’m looking for. 

•

•

#StrangerThings 

 https://t.co/bL9eP7Rgzh",False,True,"#LUMAX: show me what i’m looking for. 

•

•

#StrangerThings 

 https://t.co/bL9eP7Rgzh",2022-07-04T17:59:19Z,en
1073947022,2022-07-04T18:03:26Z,"El Santo! vs Demogorgon!

#StrangerThings #StrangerThings4 https://t.co/3rDPJ72FD8",False,True,"El Santo! vs Demogorgon!

#StrangerThings #StrangerThings4 https://t.co/3rDPJ72FD8",2022-07-04T14:44:49Z,en
1163503391068368897,2022-07-04T18:03:26Z,"3 years ago today, #StrangerThings Season 3 was released. ❤️📺✨ https://t.co/qj9K4iRHM4",False,True,"3 years ago today, #StrangerThings Season 3 was released. ❤️📺✨ https://t.co/qj9K4iRHM4",2022-07-04T12:50:04Z,en
1283907428766097408,2022-07-04T18:03:26Z,BRASIL EU ESPEREI TRÊS TEMPORADAS POR ESSE BEIJO ENTT NÃO VEM DIZER QUE É EXAGERO POIS NÃO É #StrangerThings #strangerthingsseason4 https://t.co/4cgPtp6eqL,False,True,BRASIL EU ESPEREI TRÊS TEMPORADAS POR ESSE BEIJO ENTT NÃO VEM DIZER QUE É EXAGERO POIS NÃO É #StrangerThings #strangerthingsseason4 https://t.co/4cgPtp6eqL,2022-07-03T04:44:00Z,en
1496244733605298185,2022-07-04T18:02:15Z,@NBCNews #UkraineRussiaWar #UkraineWar #Ukrainian #Russia #RussiaUkraineConflict #StrangerThings #RussiaInvadedUkraine #UkraineAnsweringTheCall #PutinWarCriminal #july4thweekend #July4th2022 #july4th #july4 #strangerthingsseason4 #MondayMotivation #Mondayvibes https://t.co/EuIXkkEXOf,True,False,,,en
1496244733605298185,2022-07-04T18:02:23Z,@ProjectLincoln #UkraineRussiaWar #UkraineWar #Ukrainian #Russia #RussiaUkraineConflict #StrangerThings #RussiaInvadedUkraine #UkraineAnsweringTheCall #PutinWarCriminal #july4thweekend #July4th2022 #july4th #july4 #strangerthingsseason4 #MondayMotivation #Mondayvibes https://t.co/EuIXkkEXOf,True,False,,,en
1496244733605298185,2022-07-04T18:02:05Z,@nypost #UkraineRussiaWar #UkraineWar #Ukrainian #Russia #RussiaUkraineConflict #StrangerThings #RussiaInvadedUkraine #UkraineAnsweringTheCall #PutinWarCriminal #july4thweekend #July4th2022 #july4th #july4 #strangerthingsseason4 #MondayMotivation #Mondayvibes https://t.co/EuIXkkEXOf,True,False,,,en
1496244733605298185,2022-07-04T18:03:26Z,@piersmorgan #UkraineRussiaWar #UkraineWar #Ukrainian #Russia #RussiaUkraineConflict #StrangerThings #RussiaInvadedUkraine #UkraineAnsweringTheCall #PutinWarCriminal #july4thweekend #July4th2022 #july4th #july4 #strangerthingsseason4 #MondayMotivation #Mondayvibes https://t.co/EuIXkkEXOf,True,False,,,en
124080868,2022-07-04T18:03:25Z,"i cannot do this rn
#StrangerThings https://t.co/6OrhHaeh9Q",False,True,"i cannot do this rn
#StrangerThings https://t.co/6OrhHaeh9Q",2022-07-02T23:31:03Z,en
1155209386110980096,2022-07-04T18:03:25Z,speedpainting to 80s music #StrangerThings https://t.co/5OA5V6kdFU,False,True,speedpainting to 80s music #StrangerThings https://t.co/5OA5V6kdFU,2022-07-04T17:46:10Z,en
740271582,2022-07-04T17:42:06Z,Max has always had exceptional taste #StrangerThings https://t.co/Zu95QmzBTj,False,True,Max has always had exceptional taste #StrangerThings https://t.co/Zu95QmzBTj,2022-07-03T00:30:01Z,en
740271582,2022-07-04T17:51:35Z,"will would love to play dnd with eddie.

#StrangerThings https://t.co/GRuGSZOxBm",False,True,"will would love to play dnd with eddie.

#StrangerThings https://t.co/GRuGSZOxBm",2022-07-03T10:38:43Z,en
740271582,2022-07-04T16:36:07Z,"3 years ago today, #StrangerThings Season 3 was released. ❤️📺✨ https://t.co/qj9K4iRHM4",False,True,"3 years ago today, #StrangerThings Season 3 was released. ❤️📺✨ https://t.co/qj9K4iRHM4",2022-07-04T12:50:04Z,en
740271582,2022-07-04T17:37:44Z,i just noticed eddie head banging in the back seat when they stole the van #StrangerThings https://t.co/J3zHQWYnk8,False,True,i just noticed eddie head banging in the back seat when they stole the van #StrangerThings https://t.co/J3zHQWYnk8,2022-07-02T21:02:39Z,en
740271582,2022-07-04T18:03:25Z,ok but why is no one talking ab Owens. They just left him there handcuffed? Is he even still alive?😭😭 #StrangerThings #StrangerThings4 #strangerthingsseason4 #StrangerThings4Vol2 https://t.co/HQ0baJJ7fd,False,True,ok but why is no one talking ab Owens. They just left him there handcuffed? Is he even still alive?😭😭 #StrangerThings #StrangerThings4 #strangerthingsseason4 #StrangerThings4Vol2 https://t.co/HQ0baJJ7fd,2022-07-03T13:41:37Z,en
740271582,2022-07-04T17:00:41Z,WHY ISN’T ANYONE TALKING ABOUT THE MOST BADASS SCENE OF THIS SEASON? boy off the charts #StrangerThings https://t.co/j9WiJ66viJ,False,True,WHY ISN’T ANYONE TALKING ABOUT THE MOST BADASS SCENE OF THIS SEASON? boy off the charts #StrangerThings https://t.co/j9WiJ66viJ,2022-07-03T04:11:22Z,en
740271582,2022-07-04T16:36:02Z,The Most Badass Character in #StrangerThings https://t.co/6DOn3ZotFq,False,True,The Most Badass Character in #StrangerThings https://t.co/6DOn3ZotFq,2022-07-03T13:50:03Z,en
1419598453458546696,2022-07-04T18:03:24Z,This scene broke me...💔😭 #StrangerThings https://t.co/Wyw12A7QeC,False,True,This scene broke me...💔😭 #StrangerThings https://t.co/Wyw12A7QeC,2022-07-03T20:20:50Z,en
1146517684655230977,2022-07-04T18:03:23Z,Nancy Wheeler is #StrangerThings Season 5 https://t.co/AtVbFT9QjL,False,False,,,en
1502718096230002689,2022-07-04T18:03:23Z,"#lumax: the universe was made just to be seen by my eyes 

#StrangerThings #strangerthingsseason4 

https://t.co/9km5T7DYyg",False,False,,,en
1274725950,2022-07-04T18:03:21Z,Highly requested portrait of #EDDIEMUNSON #eddiemunsonfanart #StrangerThings #ArtistOnTwitter https://t.co/1qj0e9Jrvd,False,True,Highly requested portrait of #EDDIEMUNSON #eddiemunsonfanart #StrangerThings #ArtistOnTwitter https://t.co/1qj0e9Jrvd,2022-06-24T00:25:51Z,en
758640977368256512,2022-07-04T18:03:20Z,eddie and dustin’s friendship is one of the best things to happen in this show #StrangerThings https://t.co/K4uuMc2WUz,False,True,eddie and dustin’s friendship is one of the best things to happen in this show #StrangerThings https://t.co/K4uuMc2WUz,2022-07-03T23:56:03Z,en
1251974894209896448,2022-07-04T18:03:20Z,the fact that some of the best scenes were improvised &gt;&gt;&gt; #StrangerThings https://t.co/y0pZdDawhB,False,True,the fact that some of the best scenes were improvised &gt;&gt;&gt; #StrangerThings https://t.co/y0pZdDawhB,2022-07-03T23:08:47Z,en
